Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
106	male	Down	28	800	j	j	1	536	Middle Finger
106	male	Down	29	1100	h	b	0	320	Index
106	male	Down	30	500	j	j	1	443	Middle Finger
106	male	Down	31	950	k	k	1	475	Ring Finger
106	male	Down	32	500	h	h	1	397	Index
106	male	Down	33	500	l	l	1	396	Little Finger
106	male	Down	34	1100	k	k	1	504	Ring Finger
106	male	Down	35	650	b	b	1	397	Thumb
106	male	Down	36	950	j	j	1	523	Middle Finger
106	male	Down	37	500	b	b	1	440	Thumb
106	male	Down	38	1100	k	k	1	507	Ring Finger
106	male	Down	39	1100	j	j	1	467	Middle Finger
106	male	Down	40	950	l	l	1	389	Little Finger
106	male	Down	41	950	b	b	1	379	Thumb
106	male	Down	42	500	k	k	1	467	Ring Finger
106	male	Down	43	800	l	l	1	360	Little Finger
106	male	Down	44	650	h	h	1	544	Index
106	male	Down	45	800	b	b	1	419	Thumb
106	male	Down	46	500	l	l	1	439	Little Finger
106	male	Down	47	650	h	h	1	392	Index
106	male	Down	48	950	j	j	1	414	Middle Finger
106	male	Down	49	800	k	k	1	414	Ring Finger
106	male	Down	50	800	b	b	1	446	Thumb
106	male	Up	1	800	k	k	1	448	Ring Finger
106	male	Up	2	650	h	h	1	450	Index
