Subject	Gender	Hand Posture	Trial	Interval	CorrectResponse	Given Response	Accuracy	RT	Image
312	male	Down	23	950	h	h	1	397	Index
312	male	Down	24	1100	l	l	1	459	Little Finger
312	male	Down	25	800	j	j	1	339	Middle Finger
312	male	Down	26	1100	b	b	1	395	Thumb
312	male	Down	27	800	k	k	1	476	Ring Finger
312	male	Down	28	800	j	j	1	387	Middle Finger
312	male	Down	29	1100	h	h	1	337	Index
312	male	Down	30	500	j	j	1	378	Middle Finger
312	male	Down	31	950	k	k	1	486	Ring Finger
312	male	Down	32	500	h	h	1	377	Index
312	male	Down	33	500	l	l	1	352	Little Finger
312	male	Down	34	1100	k	k	1	512	Ring Finger
312	male	Down	35	650	b	b	1	387	Thumb
312	male	Down	36	950	j	j	1	303	Middle Finger
312	male	Down	37	500	b	b	1	449	Thumb
312	male	Down	38	1100	k	k	1	341	Ring Finger
312	male	Down	39	1100	j	j	1	405	Middle Finger
312	male	Down	40	950	l	l	1	377	Little Finger
312	male	Down	41	950	b	b	1	406	Thumb
312	male	Down	42	500	k	k	1	492	Ring Finger
312	male	Down	43	800	l	l	1	378	Little Finger
312	male	Down	44	650	h	h	1	379	Index
312	male	Down	45	800	b	b	1	518	Thumb
312	male	Down	46	500	l	l	1	415	Little Finger
312	male	Down	47	650	h	h	1	359	Index
312	male	Down	48	950	j	j	1	244	Middle Finger
312	male	Down	49	800	k	k	1	309	Ring Finger
312	male	Down	50	800	b	b	1	338	Thumb
312	male	Up	1	800	k	k	1	484	Ring Finger
312	male	Up	2	650	h	h	1	415	Index
312	male	Up	3	500	l	l	1	431	Little Finger
312	male	Up	4	800	b	b	1	428	Thumb
312	male	Up	5	800	l	l	1	420	Little Finger
312	male	Up	6	500	k	k	1	460	Ring Finger
312	male	Up	7	950	l	l	1	406	Little Finger
312	male	Up	8	1100	j	j	1	403	Middle Finger
312	male	Up	9	1100	k	k	1	440	Ring Finger
312	male	Up	10	500	b	b	1	542	Thumb
312	male	Up	11	500	l	l	1	582	Little Finger
312	male	Up	12	650	h	h	1	603	Index
312	male	Up	13	800	l	l	1	830	Little Finger
312	male	Up	14	500	k	k	1	624	Ring Finger
312	male	Up	15	950	b	b	1	499	Thumb
312	male	Up	16	950	l	l	1	518	Little Finger
312	male	Up	17	1100	j	j	1	544	Middle Finger
312	male	Up	18	500	b	b	1	600	Thumb
312	male	Up	19	500	h	h	1	638	Index
312	male	Up	20	950	k	k	1	563	Ring Finger
312	male	Up	21	500	j	j	1	457	Middle Finger
312	male	Up	22	1100	h	h	1	697	Index
312	male	Up	23	800	j	j	1	446	Middle Finger
312	male	Up	24	1100	b	b	1	643	Thumb
312	male	Up	25	800	j	j	1	550	Middle Finger
312	male	Up	26	1100	l	l	1	721	Little Finger
312	male	Up	27	950	h	h	1	553	Index
312	male	Up	28	500	j	j	1	571	Middle Finger
312	male	Up	29	650	l	l	1	494	Little Finger
312	male	Up	30	800	h	h	1	465	Index
312	male	Up	31	650	j	j	1	406	Middle Finger
312	male	Up	32	650	l	l	1	433	Little Finger
312	male	Up	33	650	j	j	1	601	Middle Finger
312	male	Up	34	950	h	h	1	417	Index
312	male	Up	35	650	k	k	1	390	Ring Finger
312	male	Up	36	1100	b	b	1	465	Thumb
312	male	Up	37	650	k	k	1	398	Ring Finger
312	male	Up	38	1100	h	h	1	361	Index
312	male	Up	39	950	b	b	1	673	Thumb
312	male	Up	40	1100	l	l	1	307	Little Finger
312	male	Up	41	800	h	h	1	369	Index
312	male	Up	42	950	k	k	1	409	Ring Finger
312	male	Up	43	950	j	j	1	353	Middle Finger
312	male	Up	44	650	b	b	1	481	Thumb
312	male	Up	45	1100	k	k	1	374	Ring Finger
312	male	Up	46	800	b	b	1	409	Thumb
312	male	Up	47	800	k	j	0	361	Ring Finger
312	male	Up	48	500	h	h	1	478	Index
312	male	Up	49	950	j	j	1	492	Middle Finger
312	male	Up	50	650	b	b	1	446	Thumb
313	female	Down	1	950	k	k	1	452	Ring Finger
313	female	Down	2	800	h	h	1	428	Index
313	female	Down	3	500	k	k	1	479	Ring Finger
313	female	Down	4	1100	l	l	1	289	Little Finger
313	female	Down	5	950	b	b	1	433	Thumb
313	female	Down	6	500	h	h	1	412	Index
313	female	Down	7	650	b	b	1	415	Thumb
313	female	Down	8	1100	h	h	1	415	Index
313	female	Down	9	1100	j	j	1	335	Middle Finger
313	female	Down	10	500	b	b	1	455	Thumb
313	female	Down	11	800	l	l	1	428	Little Finger
313	female	Down	12	650	k	k	1	356	Ring Finger
313	female	Down	13	950	l	l	1	385	Little Finger
313	female	Down	14	1100	b	b	1	401	Thumb
313	female	Down	15	650	k	k	1	428	Ring Finger
313	female	Down	16	950	h	h	1	456	Index
313	female	Down	17	650	j	j	1	358	Middle Finger
313	female	Down	18	650	l	l	1	326	Little Finger
313	female	Down	19	650	j	j	1	440	Middle Finger
313	female	Down	20	800	h	h	1	347	Index
313	female	Down	21	650	l	l	1	387	Little Finger
313	female	Down	22	500	j	j	1	422	Middle Finger
313	female	Down	23	950	h	h	1	480	Index
313	female	Down	24	1100	l	l	1	334	Little Finger
313	female	Down	25	800	j	j	1	363	Middle Finger
313	female	Down	26	1100	b	b	1	368	Thumb
313	female	Down	27	800	k	k	1	363	Ring Finger
313	female	Down	28	800	j	j	1	374	Middle Finger
313	female	Down	29	1100	h	h	1	390	Index
313	female	Down	30	500	j	j	1	457	Middle Finger
313	female	Down	31	950	k	k	1	403	Ring Finger
313	female	Down	32	500	h	h	1	465	Index
313	female	Down	33	500	l	l	1	393	Little Finger
313	female	Down	34	1100	k	k	1	483	Ring Finger
313	female	Down	35	650	b	b	1	430	Thumb
313	female	Down	36	950	j	j	1	355	Middle Finger
313	female	Down	37	500	b	b	1	478	Thumb
313	female	Down	38	1100	k	k	1	457	Ring Finger
313	female	Down	39	1100	j	j	1	441	Middle Finger
313	female	Down	40	950	l	l	1	337	Little Finger
313	female	Down	41	950	b	b	1	435	Thumb
313	female	Down	42	500	k	k	1	382	Ring Finger
313	female	Down	43	800	l	l	1	425	Little Finger
313	female	Down	44	650	h	h	1	462	Index
313	female	Down	45	800	b	b	1	441	Thumb
313	female	Down	46	500	l	l	1	398	Little Finger
313	female	Down	47	650	h	h	1	478	Index
313	female	Down	48	950	j	j	1	307	Middle Finger
313	female	Down	49	800	k	k	1	353	Ring Finger
313	female	Down	50	800	b	b	1	393	Thumb
313	female	Up	1	800	k	k	1	512	Ring Finger
313	female	Up	2	650	h	h	1	347	Index
313	female	Up	3	500	l	l	1	364	Little Finger
313	female	Up	4	800	b	b	1	352	Thumb
313	female	Up	5	800	l	l	1	324	Little Finger
313	female	Up	6	500	k	k	1	565	Ring Finger
313	female	Up	7	950	l	l	1	378	Little Finger
313	female	Up	8	1100	j	j	1	329	Middle Finger
313	female	Up	9	1100	k	k	1	594	Ring Finger
313	female	Up	10	500	b	b	1	392	Thumb
313	female	Up	11	500	l	l	1	454	Little Finger
313	female	Up	12	650	h	h	1	372	Index
313	female	Up	13	800	l	l	1	527	Little Finger
313	female	Up	14	500	k	k	1	345	Ring Finger
313	female	Up	15	950	b	b	1	575	Thumb
313	female	Up	16	950	l	l	1	371	Little Finger
313	female	Up	17	1100	j	j	1	442	Middle Finger
313	female	Up	18	500	b	b	1	414	Thumb
313	female	Up	19	500	h	h	1	420	Index
313	female	Up	20	950	k	k	1	527	Ring Finger
313	female	Up	21	500	j	j	1	352	Middle Finger
313	female	Up	22	1100	h	h	1	424	Index
313	female	Up	23	800	j	j	1	465	Middle Finger
313	female	Up	24	1100	b	b	1	404	Thumb
313	female	Up	25	800	j	j	1	317	Middle Finger
313	female	Up	26	1100	l	l	1	503	Little Finger
313	female	Up	27	950	h	h	1	374	Index
313	female	Up	28	500	j	j	1	429	Middle Finger
313	female	Up	29	650	l	l	1	484	Little Finger
313	female	Up	30	800	h	h	1	443	Index
313	female	Up	31	650	j	j	1	321	Middle Finger
313	female	Up	32	650	l	l	1	420	Little Finger
313	female	Up	33	650	j	j	1	403	Middle Finger
313	female	Up	34	950	h	h	1	447	Index
313	female	Up	35	650	k	k	1	421	Ring Finger
313	female	Up	36	1100	b	b	1	354	Thumb
313	female	Up	37	650	k	k	1	523	Ring Finger
313	female	Up	38	1100	h	h	1	389	Index
313	female	Up	39	950	b	b	1	417	Thumb
313	female	Up	40	1100	l	l	1	422	Little Finger
313	female	Up	41	800	h	h	1	375	Index
313	female	Up	42	950	k	k	1	435	Ring Finger
313	female	Up	43	950	j	j	1	308	Middle Finger
313	female	Up	44	650	b	b	1	344	Thumb
313	female	Up	45	1100	k	k	1	681	Ring Finger
313	female	Up	46	800	b	b	1	463	Thumb
313	female	Up	47	800	k	k	1	439	Ring Finger
313	female	Up	48	500	h	h	1	427	Index
313	female	Up	49	950	j	j	1	334	Middle Finger
313	female	Up	50	650	b	b	1	456	Thumb
314	female	Down	1	950	k	k	1	589	Ring Finger
314	female	Down	2	800	h	h	1	463	Index
314	female	Down	3	500	k	k	1	563	Ring Finger
314	female	Down	4	1100	l	l	1	394	Little Finger
314	female	Down	5	950	b	b	1	567	Thumb
314	female	Down	6	500	h	h	1	526	Index
314	female	Down	7	650	b	b	1	561	Thumb
314	female	Down	8	1100	h	h	1	449	Index
314	female	Down	9	1100	j	j	1	451	Middle Finger
314	female	Down	10	500	b	b	1	527	Thumb
314	female	Down	11	800	l	l	1	372	Little Finger
314	female	Down	12	650	k	k	1	469	Ring Finger
314	female	Down	13	950	l	l	1	382	Little Finger
314	female	Down	14	1100	b	b	1	461	Thumb
314	female	Down	15	650	k	k	1	514	Ring Finger
314	female	Down	16	950	h	h	1	466	Index
314	female	Down	17	650	j	j	1	471	Middle Finger
314	female	Down	18	650	l	l	1	452	Little Finger
314	female	Down	19	650	j	j	1	442	Middle Finger
314	female	Down	20	800	h	h	1	458	Index
314	female	Down	21	650	l	l	1	368	Little Finger
314	female	Down	22	500	j	j	1	487	Middle Finger
314	female	Down	23	950	h	h	1	383	Index
314	female	Down	24	1100	l	l	1	366	Little Finger
314	female	Down	25	800	j	j	1	514	Middle Finger
314	female	Down	26	1100	b	b	1	403	Thumb
314	female	Down	27	800	k	k	1	460	Ring Finger
314	female	Down	28	800	j	j	1	380	Middle Finger
314	female	Down	29	1100	h	h	1	419	Index
314	female	Down	30	500	j	j	1	448	Middle Finger
314	female	Down	31	950	k	l	0	314	Ring Finger
314	female	Down	32	500	h	h	1	484	Index
314	female	Down	33	500	l	l	1	567	Little Finger
314	female	Down	34	1100	k	k	1	487	Ring Finger
314	female	Down	35	650	b	b	1	523	Thumb
314	female	Down	36	950	j	j	1	402	Middle Finger
314	female	Down	37	500	b	b	1	511	Thumb
314	female	Down	38	1100	k	k	1	489	Ring Finger
314	female	Down	39	1100	j	j	1	515	Middle Finger
314	female	Down	40	950	l	l	1	474	Little Finger
314	female	Down	41	950	b	b	1	531	Thumb
314	female	Down	42	500	k	k	1	515	Ring Finger
314	female	Down	43	800	l	l	1	417	Little Finger
314	female	Down	44	650	h	h	1	441	Index
314	female	Down	45	800	b	b	1	505	Thumb
314	female	Down	46	500	l	l	1	411	Little Finger
314	female	Down	47	650	h	h	1	379	Index
314	female	Down	48	950	j	j	1	592	Middle Finger
314	female	Down	49	800	k	k	1	394	Ring Finger
314	female	Down	50	800	b	b	1	572	Thumb
314	female	Up	1	800	k	k	1	401	Ring Finger
314	female	Up	2	650	h	h	1	355	Index
314	female	Up	3	500	l	l	1	398	Little Finger
314	female	Up	4	800	b	b	1	438	Thumb
314	female	Up	5	800	l	l	1	430	Little Finger
314	female	Up	6	500	k	k	1	433	Ring Finger
314	female	Up	7	950	l	l	1	638	Little Finger
314	female	Up	8	1100	j	j	1	481	Middle Finger
314	female	Up	9	1100	k	k	1	470	Ring Finger
314	female	Up	10	500	b	b	1	473	Thumb
314	female	Up	11	500	l	l	1	443	Little Finger
314	female	Up	12	650	h	h	1	398	Index
314	female	Up	13	800	l	l	1	454	Little Finger
314	female	Up	14	500	k	k	1	494	Ring Finger
314	female	Up	15	950	b	b	1	457	Thumb
314	female	Up	16	950	l	l	1	388	Little Finger
314	female	Up	17	1100	j	j	1	486	Middle Finger
314	female	Up	18	500	b	b	1	460	Thumb
314	female	Up	19	500	h	h	1	459	Index
314	female	Up	20	950	k	k	1	373	Ring Finger
314	female	Up	21	500	j	j	1	533	Middle Finger
314	female	Up	22	1100	h	h	1	413	Index
314	female	Up	23	800	j	j	1	472	Middle Finger
314	female	Up	24	1100	b	b	1	411	Thumb
314	female	Up	25	800	j	j	1	507	Middle Finger
314	female	Up	26	1100	l	l	1	533	Little Finger
314	female	Up	27	950	h	h	1	408	Index
314	female	Up	28	500	j	j	1	637	Middle Finger
314	female	Up	29	650	l	l	1	477	Little Finger
314	female	Up	30	800	h	h	1	643	Index
314	female	Up	31	650	j	j	1	533	Middle Finger
314	female	Up	32	650	l	l	1	395	Little Finger
314	female	Up	33	650	j	j	1	515	Middle Finger
314	female	Up	34	950	h	h	1	520	Index
314	female	Up	35	650	k	k	1	595	Ring Finger
314	female	Up	36	1100	b	b	1	437	Thumb
314	female	Up	37	650	k	k	1	597	Ring Finger
314	female	Up	38	1100	h	h	1	504	Index
314	female	Up	39	950	b	b	1	531	Thumb
314	female	Up	40	1100	l	l	1	528	Little Finger
314	female	Up	41	800	h	h	1	547	Index
314	female	Up	42	950	k	k	1	600	Ring Finger
314	female	Up	43	950	j	j	1	544	Middle Finger
314	female	Up	44	650	b	b	1	534	Thumb
314	female	Up	45	1100	k	k	1	510	Ring Finger
314	female	Up	46	800	b	b	1	403	Thumb
314	female	Up	47	800	k	k	1	547	Ring Finger
314	female	Up	48	500	h	h	1	430	Index
314	female	Up	49	950	j	j	1	523	Middle Finger
314	female	Up	50	650	b	b	1	366	Thumb
315	male	Down	1	950	k	k	1	480	Ring Finger
315	male	Down	2	800	h	h	1	299	Index
315	male	Down	3	500	k	k	1	491	Ring Finger
315	male	Down	4	1100	l	l	1	320	Little Finger
315	male	Down	5	950	b	b	1	360	Thumb
315	male	Down	6	500	h	h	1	390	Index
315	male	Down	7	650	b	b	1	414	Thumb
315	male	Down	8	1100	h	h	1	422	Index
315	male	Down	9	1100	j	j	1	350	Middle Finger
315	male	Down	10	500	b	b	1	377	Thumb
315	male	Down	11	800	l	l	1	334	Little Finger
315	male	Down	12	650	k	k	1	451	Ring Finger
315	male	Down	13	950	l	l	1	411	Little Finger
315	male	Down	14	1100	b	b	1	377	Thumb
315	male	Down	15	650	k	k	1	382	Ring Finger
315	male	Down	16	950	h	h	1	457	Index
315	male	Down	17	650	j	j	1	318	Middle Finger
315	male	Down	18	650	l	l	1	350	Little Finger
315	male	Down	19	650	j	j	1	438	Middle Finger
315	male	Down	20	800	h	h	1	350	Index
315	male	Down	21	650	l	l	1	470	Little Finger
315	male	Down	22	500	j	j	1	409	Middle Finger
315	male	Down	23	950	h	h	1	361	Index
315	male	Down	24	1100	l	l	1	310	Little Finger
315	male	Down	25	800	j	j	1	478	Middle Finger
315	male	Down	26	1100	b	b	1	361	Thumb
315	male	Down	27	800	k	k	1	321	Ring Finger
315	male	Down	28	800	j	j	1	385	Middle Finger
315	male	Down	29	1100	h	h	1	305	Index
315	male	Down	30	500	j	j	1	449	Middle Finger
315	male	Down	31	950	k	k	1	313	Ring Finger
315	male	Down	32	500	h	h	1	339	Index
315	male	Down	33	500	l	l	1	323	Little Finger
315	male	Down	34	1100	k	k	1	449	Ring Finger
315	male	Down	35	650	b	b	1	347	Thumb
315	male	Down	36	950	j	j	1	521	Middle Finger
315	male	Down	37	500	b	b	1	398	Thumb
315	male	Down	38	1100	k	k	1	449	Ring Finger
315	male	Down	39	1100	j	j	1	406	Middle Finger
315	male	Down	40	950	l	l	1	342	Little Finger
315	male	Down	41	950	b	b	1	377	Thumb
315	male	Down	42	500	k	k	1	489	Ring Finger
315	male	Down	43	800	l	l	1	329	Little Finger
315	male	Down	44	650	h	h	1	323	Index
315	male	Down	45	800	b	b	1	414	Thumb
315	male	Down	46	500	l	l	1	438	Little Finger
315	male	Down	47	650	h	h	1	502	Index
315	male	Down	48	950	j	j	1	401	Middle Finger
315	male	Down	49	800	k	k	1	409	Ring Finger
315	male	Down	50	800	b	b	1	337	Thumb
315	male	Up	1	800	k	k	1	529	Ring Finger
315	male	Up	2	650	h	h	1	396	Index
315	male	Up	3	500	l	l	1	350	Little Finger
315	male	Up	4	800	b	b	1	396	Thumb
315	male	Up	5	800	l	l	1	292	Little Finger
315	male	Up	6	500	k	k	1	481	Ring Finger
315	male	Up	7	950	l	l	1	337	Little Finger
315	male	Up	8	1100	j	j	1	353	Middle Finger
315	male	Up	9	1100	k	k	1	468	Ring Finger
315	male	Up	10	500	b	b	1	495	Thumb
315	male	Up	11	500	l	l	1	327	Little Finger
315	male	Up	12	650	h	h	1	401	Index
315	male	Up	13	800	l	l	1	332	Little Finger
315	male	Up	14	500	k	k	1	489	Ring Finger
315	male	Up	15	950	b	b	1	385	Thumb
315	male	Up	16	950	l	l	1	292	Little Finger
315	male	Up	17	1100	j	j	1	449	Middle Finger
315	male	Up	18	500	b	b	1	487	Thumb
315	male	Up	19	500	h	h	1	412	Index
315	male	Up	20	950	k	k	1	516	Ring Finger
315	male	Up	21	500	j	j	1	311	Middle Finger
315	male	Up	22	1100	h	h	1	353	Index
315	male	Up	23	800	j	j	1	439	Middle Finger
315	male	Up	24	1100	b	b	1	481	Thumb
315	male	Up	25	800	j	j	1	428	Middle Finger
315	male	Up	26	1100	l	l	1	375	Little Finger
315	male	Up	27	950	h	h	1	337	Index
315	male	Up	28	500	j	j	1	353	Middle Finger
315	male	Up	29	650	l	l	1	409	Little Finger
315	male	Up	30	800	h	h	1	348	Index
315	male	Up	31	650	j	j	1	476	Middle Finger
315	male	Up	32	650	l	l	1	340	Little Finger
315	male	Up	33	650	j	j	1	330	Middle Finger
315	male	Up	34	950	h	h	1	290	Index
315	male	Up	35	650	k	k	1	444	Ring Finger
315	male	Up	36	1100	b	b	1	578	Thumb
315	male	Up	37	650	k	k	1	479	Ring Finger
315	male	Up	38	1100	h	h	1	434	Index
315	male	Up	39	950	b	b	1	551	Thumb
315	male	Up	40	1100	l	l	1	330	Little Finger
315	male	Up	41	800	h	h	1	322	Index
315	male	Up	42	950	k	l	0	346	Ring Finger
315	male	Up	43	950	j	j	1	428	Middle Finger
315	male	Up	44	650	b	b	1	476	Thumb
315	male	Up	45	1100	k	k	1	415	Ring Finger
315	male	Up	46	800	b	b	1	474	Thumb
315	male	Up	47	800	k	k	1	526	Ring Finger
315	male	Up	48	500	h	h	1	395	Index
315	male	Up	49	950	j	j	1	361	Middle Finger
315	male	Up	50	650	b	b	1	459	Thumb
316	male	Down	1	950	k	k	1	508	Ring Finger
316	male	Down	2	800	h	h	1	433	Index
316	male	Down	3	500	k	k	1	446	Ring Finger
316	male	Down	4	1100	l	l	1	363	Little Finger
316	male	Down	5	950	b	b	1	376	Thumb
316	male	Down	6	500	h	h	1	391	Index
316	male	Down	7	650	b	b	1	432	Thumb
316	male	Down	8	1100	h	h	1	516	Index
316	male	Down	9	1100	j	j	1	230	Middle Finger
316	male	Down	10	500	b	b	1	411	Thumb
316	male	Down	11	800	l	l	1	420	Little Finger
316	male	Down	12	650	k	k	1	283	Ring Finger
316	male	Down	13	950	l	l	1	396	Little Finger
316	male	Down	14	1100	b	b	1	442	Thumb
316	male	Down	15	650	k	k	1	472	Ring Finger
316	male	Down	16	950	h	h	1	297	Index
316	male	Down	17	650	j	j	1	342	Middle Finger
316	male	Down	18	650	l	l	1	312	Little Finger
316	male	Down	19	650	j	j	1	420	Middle Finger
316	male	Down	20	800	h	h	1	349	Index
316	male	Down	21	650	l	l	1	423	Little Finger
316	male	Down	22	500	j	j	1	397	Middle Finger
316	male	Down	23	950	h	h	1	849	Index
316	male	Down	24	1100	l	l	1	420	Little Finger
316	male	Down	25	800	j	j	1	389	Middle Finger
316	male	Down	26	1100	b	b	1	323	Thumb
316	male	Down	27	800	k	k	1	448	Ring Finger
316	male	Down	28	800	j	j	1	368	Middle Finger
316	male	Down	29	1100	h	h	1	399	Index
316	male	Down	30	500	j	j	1	421	Middle Finger
316	male	Down	31	950	k	k	1	536	Ring Finger
316	male	Down	32	500	h	h	1	408	Index
316	male	Down	33	500	l	l	1	423	Little Finger
316	male	Down	34	1100	k	k	1	427	Ring Finger
316	male	Down	35	650	b	b	1	434	Thumb
316	male	Down	36	950	j	j	1	364	Middle Finger
316	male	Down	37	500	b	b	1	435	Thumb
316	male	Down	38	1100	k	k	1	368	Ring Finger
316	male	Down	39	1100	j	j	1	423	Middle Finger
316	male	Down	40	950	l	l	1	370	Little Finger
316	male	Down	41	950	b	b	1	415	Thumb
316	male	Down	42	500	k	k	1	580	Ring Finger
316	male	Down	43	800	l	l	1	391	Little Finger
316	male	Down	44	650	h	h	1	399	Index
316	male	Down	45	800	b	b	1	410	Thumb
316	male	Down	46	500	l	l	1	447	Little Finger
316	male	Down	47	650	h	h	1	414	Index
316	male	Down	48	950	j	j	1	450	Middle Finger
316	male	Down	49	800	k	k	1	346	Ring Finger
316	male	Down	50	800	b	b	1	382	Thumb
316	male	Up	1	800	k	k	1	808	Ring Finger
316	male	Up	2	650	h	h	1	442	Index
316	male	Up	3	500	l	l	1	480	Little Finger
316	male	Up	4	800	b	b	1	344	Thumb
316	male	Up	5	800	l	l	1	381	Little Finger
316	male	Up	6	500	k	k	1	453	Ring Finger
316	male	Up	7	950	l	l	1	861	Little Finger
316	male	Up	8	1100	j	j	1	293	Middle Finger
316	male	Up	9	1100	k	k	1	466	Ring Finger
316	male	Up	10	500	b	b	1	434	Thumb
316	male	Up	11	500	l	l	1	477	Little Finger
316	male	Up	12	650	h	h	1	293	Index
316	male	Up	13	800	l	l	1	464	Little Finger
316	male	Up	14	500	k	k	1	384	Ring Finger
316	male	Up	15	950	b	b	1	258	Thumb
316	male	Up	16	950	l	l	1	293	Little Finger
316	male	Up	17	1100	j	j	1	274	Middle Finger
316	male	Up	18	500	b	b	1	525	Thumb
316	male	Up	19	500	h	h	1	314	Index
316	male	Up	20	950	k	k	1	288	Ring Finger
316	male	Up	21	500	j	j	1	477	Middle Finger
316	male	Up	22	1100	h	h	1	696	Index
316	male	Up	23	800	j	j	1	555	Middle Finger
316	male	Up	24	1100	b	b	1	461	Thumb
316	male	Up	25	800	j	j	1	432	Middle Finger
316	male	Up	26	1100	l	l	1	443	Little Finger
316	male	Up	27	950	h	h	1	315	Index
316	male	Up	28	500	j	j	1	653	Middle Finger
316	male	Up	29	650	l	l	1	408	Little Finger
316	male	Up	30	800	h	h	1	512	Index
316	male	Up	31	650	j	j	1	496	Middle Finger
316	male	Up	32	650	l	l	1	429	Little Finger
316	male	Up	33	650	j	j	1	509	Middle Finger
316	male	Up	34	950	h	h	1	323	Index
316	male	Up	35	650	k	k	1	493	Ring Finger
316	male	Up	36	1100	b	b	1	435	Thumb
316	male	Up	37	650	k	k	1	499	Ring Finger
316	male	Up	38	1100	h	h	1	363	Index
316	male	Up	39	950	b	b	1	419	Thumb
316	male	Up	40	1100	l	l	1	635	Little Finger
316	male	Up	41	800	h	h	1	392	Index
316	male	Up	42	950	k	k	1	413	Ring Finger
316	male	Up	43	950	j	j	1	269	Middle Finger
316	male	Up	44	650	b	b	1	380	Thumb
316	male	Up	45	1100	k	k	1	796	Ring Finger
316	male	Up	46	800	b	b	1	450	Thumb
316	male	Up	47	800	k	k	1	458	Ring Finger
316	male	Up	48	500	h	h	1	690	Index
316	male	Up	49	950	j	j	1	642	Middle Finger
316	male	Up	50	650	b	b	1	444	Thumb
317	female	Down	1	950	k	k	1	672	Ring Finger
317	female	Down	2	800	h	h	1	470	Index
317	female	Down	3	500	k	k	1	569	Ring Finger
317	female	Down	4	1100	l	l	1	424	Little Finger
317	female	Down	5	950	b	b	1	467	Thumb
317	female	Down	6	500	h	h	1	598	Index
317	female	Down	7	650	b	b	1	511	Thumb
317	female	Down	8	1100	h	h	1	512	Index
317	female	Down	9	1100	j	j	1	593	Middle Finger
317	female	Down	10	500	b	b	1	487	Thumb
317	female	Down	11	800	l	l	1	422	Little Finger
317	female	Down	12	650	k	k	1	373	Ring Finger
317	female	Down	13	950	l	l	1	522	Little Finger
317	female	Down	14	1100	b	b	1	426	Thumb
317	female	Down	15	650	k	k	1	633	Ring Finger
317	female	Down	16	950	h	h	1	612	Index
317	female	Down	17	650	j	j	1	595	Middle Finger
317	female	Down	18	650	l	l	1	420	Little Finger
317	female	Down	19	650	j	j	1	467	Middle Finger
317	female	Down	20	800	h	h	1	530	Index
317	female	Down	21	650	l	l	1	454	Little Finger
317	female	Down	22	500	j	j	1	473	Middle Finger
317	female	Down	23	950	h	h	1	610	Index
317	female	Down	24	1100	l	l	1	575	Little Finger
317	female	Down	25	800	j	j	1	434	Middle Finger
317	female	Down	26	1100	b	b	1	495	Thumb
317	female	Down	27	800	k	k	1	733	Ring Finger
317	female	Down	28	800	j	j	1	529	Middle Finger
317	female	Down	29	1100	h	h	1	394	Index
317	female	Down	30	500	j	j	1	537	Middle Finger
317	female	Down	31	950	k	k	1	375	Ring Finger
317	female	Down	32	500	h	h	1	510	Index
317	female	Down	33	500	l	l	1	503	Little Finger
317	female	Down	34	1100	k	k	1	657	Ring Finger
317	female	Down	35	650	b	b	1	350	Thumb
317	female	Down	36	950	j	j	1	509	Middle Finger
317	female	Down	37	500	b	b	1	461	Thumb
317	female	Down	38	1100	k	k	1	554	Ring Finger
317	female	Down	39	1100	j	h	0	393	Middle Finger
317	female	Down	40	950	l	l	1	533	Little Finger
317	female	Down	41	950	b	b	1	532	Thumb
317	female	Down	42	500	k	k	1	588	Ring Finger
317	female	Down	43	800	l	l	1	503	Little Finger
317	female	Down	44	650	h	h	1	530	Index
317	female	Down	45	800	b	b	1	502	Thumb
317	female	Down	46	500	l	l	1	528	Little Finger
317	female	Down	47	650	h	h	1	571	Index
317	female	Down	48	950	j	j	1	376	Middle Finger
317	female	Down	49	800	k	k	1	539	Ring Finger
317	female	Down	50	800	b	b	1	535	Thumb
317	female	Up	1	800	k	k	1	452	Ring Finger
317	female	Up	2	650	h	h	1	478	Index
317	female	Up	3	500	l	l	1	505	Little Finger
317	female	Up	4	800	b	b	1	452	Thumb
317	female	Up	5	800	l	l	1	580	Little Finger
317	female	Up	6	500	k	k	1	788	Ring Finger
317	female	Up	7	950	l	l	1	537	Little Finger
317	female	Up	8	1100	j	j	1	561	Middle Finger
317	female	Up	9	1100	k	j	0	662	Ring Finger
317	female	Up	10	500	b	b	1	462	Thumb
317	female	Up	11	500	l	l	1	462	Little Finger
317	female	Up	12	650	h	h	1	412	Index
317	female	Up	13	800	l	l	1	468	Little Finger
317	female	Up	14	500	k	k	1	590	Ring Finger
317	female	Up	15	950	b	b	1	460	Thumb
317	female	Up	16	950	l	l	1	478	Little Finger
317	female	Up	17	1100	j	j	1	569	Middle Finger
317	female	Up	18	500	b	b	1	510	Thumb
317	female	Up	19	500	h	h	1	505	Index
317	female	Up	20	950	k	k	1	628	Ring Finger
317	female	Up	21	500	j	j	1	591	Middle Finger
317	female	Up	22	1100	h	h	1	601	Index
317	female	Up	23	800	j	j	1	652	Middle Finger
317	female	Up	24	1100	b	b	1	425	Thumb
317	female	Up	25	800	j	j	1	532	Middle Finger
317	female	Up	26	1100	l	l	1	465	Little Finger
317	female	Up	27	950	h	h	1	420	Index
317	female	Up	28	500	j	j	1	627	Middle Finger
317	female	Up	29	650	l	l	1	563	Little Finger
317	female	Up	30	800	h	h	1	475	Index
317	female	Up	31	650	j	j	1	675	Middle Finger
317	female	Up	32	650	l	l	1	491	Little Finger
317	female	Up	33	650	j	j	1	526	Middle Finger
317	female	Up	34	950	h	h	1	366	Index
